,Name,Country,Longitude,Latitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
346,Nanortalik,GL,-45.2371,60.1432,43.34,72.0,63.0,6.51,1630188566.0
347,Husavik,IS,-17.3389,66.0449,52.16,81.0,92.0,1.19,1630188566.0
350,Kirundo Province,BI,30.1667,-2.5833,70.57,41.0,59.0,2.82,1630188567.0
351,Maningrida,AU,134.2667,-12.0667,69.57,45.0,92.0,9.17,1630188567.0
352,Bemidji,US,-94.8803,47.4736,75.63,81.0,75.0,8.05,1630188567.0
353,Lábrea,BR,-64.7981,-7.2586,90.91,39.0,74.0,4.29,1630188567.0
354,Taoudenni,ML,-3.9836,22.6783,102.02,17.0,29.0,12.88,1630188568.0
355,Upernavik,GL,-56.1549,72.7868,37.83,74.0,65.0,7.14,1630188568.0
356,Banjar,ID,114.9675,-8.19,78.66,90.0,32.0,4.47,1630188568.0
357,Helong,CN,128.9972,42.5397,62.22,82.0,100.0,5.7,1630188569.0
358,Vicuña,CL,-70.7081,-30.0319,78.76,21.0,0.0,3.65,1630188569.0
359,Comodoro Rivadavia,AR,-67.5,-45.8667,53.46,50.0,0.0,3.44,1630188569.0
360,Karpathos,GR,27.2132,35.507,78.78,72.0,0.0,8.57,1630188569.0
361,San Policarpo,PH,125.5072,12.1791,78.91,85.0,100.0,4.05,1630188570.0
362,Naze,JP,129.4833,28.3667,72.52,79.0,10.0,2.71,1630188328.0
363,Norman Wells,CA,-126.8329,65.282,60.44,72.0,74.0,9.4,1630188570.0
364,Bundaberg,AU,152.35,-24.85,66.49,94.0,40.0,5.75,1630188570.0
365,Ishigaki,JP,124.1572,24.3448,83.41,75.0,13.0,11.7,1630188571.0
367,Mattru,SL,-11.8332,7.6244,74.66,96.0,100.0,2.95,1630188571.0
368,Indramayu,ID,108.32,-6.3264,78.21,73.0,100.0,8.93,1630188571.0
369,Toamasina,MG,49.3833,-18.1667,69.71,89.0,44.0,5.61,1630188572.0
370,San Felipe,VE,-68.7425,10.3399,75.9,92.0,100.0,4.36,1630188572.0
371,Karratha,AU,116.8463,-20.7377,68.9,52.0,84.0,4.99,1630188572.0
372,Orán,AR,-64.326,-23.1322,75.42,34.0,0.0,3.11,1630188572.0
373,Lukovetskiy,RU,41.9211,64.2956,39.18,94.0,93.0,3.58,1630188573.0
374,Kalmunai,LK,81.8167,7.4167,80.06,67.0,87.0,2.93,1630188573.0
375,Iqaluit,CA,-68.5145,63.7506,41.11,82.0,100.0,2.17,1630188499.0
376,Saint George,US,-113.5841,37.1041,105.39,10.0,1.0,3.0,1630188385.0
377,Berdigestyakh,RU,126.6992,62.0989,42.06,78.0,43.0,4.76,1630188573.0
379,Celestún,MX,-90.4,20.8667,85.21,68.0,34.0,10.25,1630188574.0
380,Palestine,PS,35.2033,31.9216,71.02,90.0,0.0,5.41,1630188574.0
381,Sakaiminato,JP,133.2333,35.55,76.93,86.0,31.0,6.76,1630188574.0
382,Huarmey,PE,-78.1522,-10.0681,67.3,74.0,37.0,12.01,1630188575.0
384,Tolaga Bay,NZ,178.3,-38.3667,58.66,88.0,99.0,0.81,1630188575.0
385,Ýpsonas,CY,32.9574,34.6884,77.99,73.0,0.0,4.61,1630188575.0
386,Ulaangom,MN,92.0667,49.9811,55.11,68.0,2.0,2.3,1630188575.0
387,Vytegra,RU,36.4481,61.0064,49.37,85.0,8.0,4.27,1630188576.0
388,Wenatchee,US,-120.3103,47.4235,86.38,30.0,1.0,5.99,1630188507.0
389,Coron,PH,120.2043,11.9986,79.12,83.0,100.0,7.14,1630188576.0
390,Kaitangata,NZ,169.8464,-46.2817,45.88,83.0,100.0,4.97,1630188576.0
391,Klaksvík,FO,-6.589,62.2266,52.72,90.0,82.0,11.45,1630188577.0
392,Bourail,NC,165.4833,-21.5667,74.46,69.0,4.0,2.77,1630188577.0
393,Makat,KZ,53.3463,47.6469,78.35,38.0,82.0,7.09,1630188577.0
394,Caconda,AO,15.0667,-13.7333,65.44,33.0,4.0,2.84,1630188577.0
396,Kavaratti,IN,72.642,10.5669,78.37,87.0,100.0,15.95,1630188578.0
397,Khasan,RU,130.6434,42.4308,67.01,74.0,87.0,4.92,1630188578.0
398,Ponta Delgada,PT,-25.6667,37.7333,74.12,88.0,40.0,16.11,1630188578.0
400,Esna,EG,32.554,25.2934,90.36,15.0,0.0,12.82,1630188579.0
401,Sinnamary,GF,-52.95,5.3833,79.2,90.0,51.0,10.4,1630188579.0
402,Chara,RU,118.2631,56.9064,49.44,66.0,8.0,1.28,1630188579.0
403,Tinskoy,RU,96.9161,56.1525,59.41,77.0,92.0,2.84,1630188580.0
404,Valdez,EC,-78.9831,1.2492,79.03,80.0,97.0,8.34,1630188580.0
405,León,MX,-101.6667,21.1167,66.25,80.0,100.0,10.83,1630188454.0
406,Fukuechō,JP,128.8419,32.6881,79.48,82.0,13.0,4.63,1630188580.0
407,Valparaíso,CL,-71.6273,-33.0393,70.03,53.0,0.0,13.8,1630188580.0
408,Aykhal,RU,111.5,66.0,41.29,76.0,98.0,7.99,1630188581.0
409,Sola,VU,167.55,-13.8833,78.75,63.0,32.0,18.84,1630188581.0
411,Bauru,BR,-49.0606,-22.3147,69.21,59.0,100.0,12.59,1630188581.0
412,Shingū,JP,135.9833,33.7333,77.92,77.0,0.0,3.47,1630188582.0
413,Riyadh,SA,46.7219,24.6877,96.94,10.0,26.0,9.06,1630188582.0
414,Hāngal,IN,75.1333,14.7667,69.64,96.0,100.0,8.28,1630188582.0
415,Hamilton,US,-84.5333,39.1834,94.41,60.0,1.0,4.61,1630188398.0
416,Berovo,MK,22.8578,41.7031,63.27,72.0,10.0,2.8,1630188582.0
417,Le Port,RE,55.2919,-20.9373,69.8,86.0,81.0,7.72,1630188583.0
418,Road Town,VG,-64.6167,18.4167,84.29,78.0,100.0,18.19,1630188583.0
419,Homer,US,-151.5483,59.6425,58.08,48.0,1.0,6.91,1630188583.0
420,Medicine Hat,CA,-110.6683,50.0501,75.22,37.0,5.0,1.99,1630188571.0
422,Nicolás Bravo,MX,-88.9167,18.45,85.08,70.0,53.0,4.63,1630188584.0
423,Portland,US,-122.6762,45.5234,89.76,35.0,20.0,1.99,1630188416.0
424,Kabo,CF,18.629,7.6994,72.1,97.0,81.0,4.7,1630188584.0
425,Padang,ID,100.3543,-0.9492,76.26,87.0,56.0,3.44,1630188584.0
428,La Calera,AR,-64.3353,-31.3438,70.25,33.0,0.0,1.99,1630188585.0
429,Santa Marta,CO,-74.199,11.2408,88.99,67.0,90.0,8.01,1630188585.0
430,Fuerte Olimpo,PY,-57.8738,-21.0415,73.24,71.0,100.0,1.41,1630188585.0
431,Lubumbashi,CD,27.4794,-11.6609,70.11,28.0,27.0,2.13,1630188586.0
432,Cananéia,BR,-47.9267,-25.0147,63.64,96.0,100.0,5.82,1630188586.0
433,Alyangula,AU,136.4192,-13.8483,73.87,70.0,44.0,11.88,1630188586.0
434,Ossora,RU,163.0719,59.2353,57.45,89.0,100.0,4.09,1630188586.0
435,Saint-Joseph,RE,55.6167,-21.3667,68.38,91.0,100.0,15.01,1630188587.0
436,Voi,KE,38.563,-3.3945,67.84,81.0,27.0,9.73,1630188587.0
437,Victor Harbor,AU,138.6167,-35.5667,51.89,91.0,5.0,6.76,1630188587.0
438,Maxixe,MZ,35.3472,-23.8597,69.91,89.0,32.0,14.88,1630188588.0
439,Arenápolis,BR,-56.8461,-14.4503,90.18,26.0,32.0,4.65,1630188550.0
440,Clarence Town,AU,151.7833,-32.5833,54.81,54.0,0.0,2.8,1630188588.0
441,Honiara,SB,159.95,-9.4333,82.44,76.0,85.0,7.16,1630188588.0
442,Jizan,SA,42.6667,17.3333,92.82,54.0,48.0,3.36,1630188589.0
443,Harper,LR,-7.7169,4.375,76.75,83.0,91.0,10.71,1630188589.0
444,Inírida,CO,-67.9239,3.8653,77.14,93.0,80.0,4.25,1630188589.0
445,Buchanan,LR,-10.0467,5.8808,78.76,86.0,100.0,9.13,1630188319.0
446,Soyo,AO,12.3689,-6.1349,72.09,87.0,32.0,7.99,1630188589.0
447,Denia,ES,0.1057,38.8408,80.74,86.0,1.0,1.99,1630188590.0
448,Boende,CD,20.8667,-0.2167,72.61,90.0,92.0,2.08,1630188590.0
449,Ciudad del Carmen,MX,-91.8333,18.6333,84.74,70.0,80.0,9.82,1630188569.0
450,Española,US,-106.0806,35.9911,91.72,22.0,24.0,16.11,1630188342.0
451,Fairmont,US,-80.1426,39.4851,90.7,72.0,71.0,2.3,1630188475.0
452,Boden,SE,21.6886,65.8252,48.2,85.0,0.0,2.3,1630188583.0
453,Wakiso,UG,32.4594,0.4044,69.35,76.0,42.0,2.06,1630188590.0
455,San Fernando,PH,120.6898,15.0286,78.15,87.0,79.0,1.68,1630188591.0
456,Tazovsky,RU,78.7,67.4667,44.02,94.0,100.0,13.2,1630188591.0
457,Los Llanos de Aridane,ES,-17.9182,28.6585,71.35,81.0,0.0,11.5,1630188591.0
458,Nālūt,LY,10.85,30.3333,89.01,22.0,34.0,10.74,1630188592.0
459,Malaya Vishera,RU,32.2222,58.8454,57.07,77.0,92.0,6.73,1630188592.0
460,Kirakira,SB,161.9205,-10.4544,82.08,68.0,50.0,11.54,1630188592.0
461,Cabedelo,BR,-34.8339,-6.9811,77.67,84.0,99.0,14.72,1630188592.0
462,Salalah,OM,54.0924,17.0151,78.89,94.0,90.0,5.75,1630188593.0
463,Ambanja,MG,48.45,-13.6833,69.51,83.0,37.0,3.15,1630188593.0
464,Taganak,PH,118.3,6.0833,80.8,80.0,99.0,11.1,1630188593.0
465,Sawtell,AU,153.1,-30.3833,53.62,76.0,0.0,5.75,1630188594.0
466,Oussouye,SN,-16.5469,12.485,79.34,81.0,100.0,4.68,1630188594.0
467,Caravelas,BR,-39.2481,-17.7125,71.06,86.0,7.0,7.07,1630188594.0
468,Pareora,NZ,171.2132,-44.4871,49.03,84.0,100.0,6.42,1630188595.0
469,Dolores,AR,-57.6792,-36.3132,52.65,76.0,32.0,7.7,1630188595.0
470,Asifābād,IN,79.2833,19.3667,77.85,83.0,100.0,3.27,1630188595.0
471,Margate,GB,1.3862,51.3813,60.69,79.0,15.0,3.0,1630188595.0
472,Chistogorskiy,RU,87.3843,53.9835,55.27,87.0,67.0,3.11,1630188596.0
473,Anloga,GH,0.8973,5.7947,77.22,88.0,96.0,12.15,1630188596.0
474,Thanh Hoa,VN,105.7667,19.8,75.0,93.0,61.0,3.83,1630188596.0
475,Lima,PE,-77.0282,-12.0432,62.13,77.0,40.0,10.36,1630188506.0
476,Simao,CN,100.9748,22.7886,62.44,96.0,100.0,1.7,1630188597.0
477,Kaeo,NZ,173.7833,-35.1,61.32,91.0,58.0,8.61,1630188597.0
478,Sokoni,TZ,39.55,-6.4333,75.4,77.0,4.0,13.33,1630188597.0
479,Esmeraldas,BR,-44.3139,-19.7625,72.46,47.0,66.0,9.53,1630188597.0
481,Tocopilla,CL,-70.1979,-22.092,64.94,68.0,17.0,12.03,1630188598.0
482,Spring Valley,US,-115.245,36.108,109.29,13.0,20.0,1.99,1630188598.0
483,Qiongshan,CN,110.3542,20.0058,79.75,85.0,5.0,6.06,1630188598.0
484,Kiryat Gat,IL,34.7642,31.61,79.48,77.0,0.0,4.18,1630188599.0
485,Mayumba,GA,10.6554,-3.432,74.21,90.0,100.0,8.1,1630188599.0
486,Acaraú,BR,-40.12,-2.8856,78.84,74.0,65.0,18.28,1630188599.0
487,Muskogee,US,-95.3336,35.5834,91.94,60.0,90.0,8.05,1630188599.0
488,Yangi Marg`ilon,UZ,71.7189,40.4272,77.72,25.0,4.0,4.61,1630188600.0
489,Alta Floresta,BR,-56.0861,-9.8756,87.66,30.0,16.0,5.12,1630188600.0
490,El Salvador,SV,-88.9167,13.8333,80.64,84.0,81.0,4.07,1630188600.0
491,Rawson,AR,-65.1023,-43.3002,55.89,41.0,78.0,9.46,1630188600.0
493,Ochtrup,DE,7.1833,52.2167,60.51,86.0,75.0,10.04,1630188601.0
494,Marsá Maţrūḩ,EG,27.2453,31.3525,79.3,73.0,0.0,2.86,1630188601.0
495,Narsaq,GL,-46.05,60.9167,48.42,57.0,51.0,2.37,1630188602.0
496,Severobaykal'sk,RU,109.3167,55.65,50.56,75.0,99.0,3.83,1630188602.0
497,Sakakah,SA,40.2064,29.9697,93.87,12.0,16.0,6.73,1630188605.0
498,Lata,PT,-8.3327,40.1629,65.91,95.0,38.0,2.04,1630188606.0
499,Bac Lieu,VN,105.7244,9.285,78.73,85.0,99.0,3.38,1630188606.0
500,Puri,IN,85.85,19.8,81.12,84.0,100.0,1.23,1630188606.0
501,Manokwari,ID,134.0833,-0.8667,77.92,75.0,71.0,2.93,1630188607.0
502,Evensk,RU,159.2333,61.95,53.83,89.0,100.0,1.57,1630188607.0
503,Marsh Harbour,BS,-77.0636,26.5412,83.59,74.0,100.0,10.87,1630188607.0
504,Minna,NG,6.5569,9.6139,73.62,95.0,100.0,1.57,1630188608.0
505,Marabu,MY,114.0089,4.4148,74.55,93.0,100.0,3.74,1630188608.0
506,Guozhen,CN,107.359,34.3659,62.98,89.0,89.0,3.15,1630188608.0
507,Böhönye,HU,17.3804,46.4134,56.3,87.0,100.0,2.62,1630188608.0
508,Najrān,SA,44.1277,17.4924,81.14,14.0,100.0,3.33,1630188609.0
509,Mahibadhoo,MV,72.9667,3.7833,81.93,77.0,95.0,18.43,1630188609.0
510,Mount Isa,AU,139.5,-20.7333,71.29,14.0,0.0,3.78,1630188609.0
511,Hobyo,SO,48.5268,5.3505,76.78,84.0,34.0,28.45,1630188610.0
512,Wewak,PG,143.6268,-3.5534,78.6,87.0,79.0,5.7,1630188610.0
513,Tigil',RU,158.6667,57.8,62.6,73.0,12.0,4.23,1630188610.0
514,Graham,US,-122.2943,47.0529,80.28,48.0,1.0,1.01,1630188610.0
515,La Ronge,CA,-105.2842,55.1001,59.95,79.0,100.0,3.22,1630188611.0
516,Ballina,AU,153.5667,-28.8667,53.78,52.0,0.0,5.84,1630188611.0
517,Cuzăplac,RO,23.2,46.9667,57.51,82.0,100.0,1.66,1630188611.0
518,Ono,JP,134.9333,34.85,80.06,84.0,9.0,2.55,1630188611.0
519,Carutapera,BR,-46.02,-1.195,78.82,79.0,100.0,8.95,1630188612.0
520,Padilla,CO,-76.3139,3.2204,83.89,72.0,88.0,1.66,1630188612.0
521,Newport,GB,-2.9984,51.5877,60.85,83.0,7.0,4.43,1630188359.0
522,Shimoda,JP,138.95,34.6667,84.16,77.0,0.0,8.52,1630188612.0
523,Waitati,NZ,170.5667,-45.75,48.79,83.0,91.0,5.46,1630188613.0
524,Roanoke Rapids,US,-77.6542,36.4615,98.2,79.0,1.0,0.0,1630188613.0
525,Pingshan,CN,114.7131,22.9938,76.8,82.0,93.0,3.36,1630188613.0
526,The Valley,AI,-63.0578,18.217,85.86,79.0,20.0,12.66,1630188614.0
527,Rosetta,EG,30.4164,31.4044,79.79,78.0,0.0,8.75,1630188614.0
528,Dudinka,RU,86.1778,69.4058,40.01,95.0,100.0,13.51,1630188614.0
529,Dingle,PH,122.6711,10.9995,75.34,92.0,74.0,2.77,1630188614.0
530,Seoul,KR,126.9778,37.5683,70.99,90.0,100.0,1.12,1630188484.0
531,Ibotirama,BR,-43.2206,-12.1853,83.64,29.0,56.0,3.65,1630188615.0
532,College,US,-147.8028,64.8569,48.15,74.0,75.0,10.36,1630188615.0
533,Butte,US,-121.5677,39.6499,103.41,20.0,1.0,3.44,1630188615.0
534,Ugoofaaru,MV,73.0,5.6667,81.52,78.0,100.0,17.07,1630188616.0
535,Quatre Cocos,MU,57.7625,-20.2078,72.09,91.0,100.0,14.29,1630188616.0
536,Oistins,BB,-59.5333,13.0667,81.01,81.0,72.0,18.16,1630188616.0
537,Bernalillo,US,-106.6673,35.05,94.91,25.0,40.0,8.05,1630188616.0
538,Gao,ML,1.637,16.6362,94.64,35.0,38.0,7.38,1630188617.0
539,Sehithwa,BW,22.7167,-20.4667,52.66,12.0,0.0,11.25,1630188617.0
540,Shirokiy,RU,129.523,49.758,46.65,86.0,2.0,2.17,1630188617.0
541,Novoagansk,RU,76.6625,61.9449,41.14,75.0,73.0,6.15,1630188617.0
542,Nome,US,-165.4064,64.5011,49.15,93.0,90.0,14.97,1630188618.0
543,Sayyan,YE,44.3244,15.1718,69.13,25.0,93.0,8.34,1630188618.0
544,Opuwo,NA,13.84,-18.0607,66.87,20.0,0.0,7.05,1630188618.0
545,Assiniboia,CA,-105.9845,49.6334,67.33,45.0,62.0,9.28,1630188619.0
546,Beringovskiy,RU,179.3167,63.05,52.57,85.0,99.0,2.68,1630188619.0
547,Nizhnyaya Tura,RU,59.8118,58.6293,40.46,79.0,22.0,3.78,1630188619.0
548,Ayr,GB,-4.6339,55.4627,60.49,94.0,20.0,2.3,1630188620.0
549,Tabou,CI,-7.3528,4.423,76.48,85.0,98.0,9.64,1630188621.0
550,Doische,BE,4.7355,50.1336,57.22,88.0,75.0,6.91,1630188621.0
551,Buñol,ES,-0.7833,39.4167,76.8,85.0,16.0,1.61,1630188622.0
552,Tulagi,SB,160.1476,-9.0996,81.97,75.0,98.0,24.58,1630188622.0
553,Diffa,NE,12.6113,13.3154,83.34,63.0,51.0,13.02,1630188622.0
554,Lázaro Cárdenas,MX,-102.2,17.9583,77.14,93.0,100.0,12.19,1630188622.0
555,Kerman,IR,57.0788,30.2832,71.92,21.0,0.0,10.51,1630188623.0
556,Nānākuli,US,-158.1547,21.3906,89.55,47.0,20.0,8.05,1630188623.0
557,Palāsa,IN,84.4167,18.7667,79.2,86.0,100.0,2.66,1630188498.0
558,Ust'-Ishim,RU,71.1665,57.6935,48.69,67.0,100.0,5.44,1630188623.0
559,Muravlenko,RU,74.523,63.7898,46.54,80.0,100.0,11.27,1630188624.0
560,Río Gallegos,AR,-69.2181,-51.6226,46.45,61.0,0.0,14.97,1630188624.0
561,Tiguha,PH,123.2114,7.7044,73.06,93.0,86.0,2.19,1630188624.0
562,Bowen,AU,148.2333,-20.0167,71.51,78.0,95.0,6.06,1630188624.0
563,Kyren,RU,102.1408,51.6828,53.4,70.0,87.0,3.04,1630188625.0
564,Brekstad,NO,9.6654,63.687,55.67,93.0,0.0,0.0,1630188625.0
565,Bassum,DE,8.7333,52.85,59.05,94.0,100.0,8.66,1630188625.0
566,Hurghada,EG,33.8129,27.2574,89.73,36.0,0.0,14.12,1630188625.0
567,Tugolesskiy Bor,RU,39.8242,55.5505,52.34,63.0,38.0,5.97,1630188626.0
568,Vestmannaeyjar,IS,-20.2734,63.4427,53.1,84.0,100.0,12.77,1630188626.0
569,Richards Bay,ZA,32.0377,-28.783,55.17,74.0,100.0,13.15,1630188626.0
570,São José da Coroa Grande,BR,-35.1478,-8.8978,74.86,82.0,40.0,8.25,1630188627.0
571,Flin Flon,CA,-101.865,54.7682,60.64,88.0,75.0,6.91,1630188627.0
572,Assiut,EG,31.1837,27.181,87.12,21.0,0.0,11.25,1630188627.0
573,Muzhi,RU,64.6667,65.3667,43.72,87.0,91.0,6.98,1630188628.0
574,Lüderitz,NA,15.1594,-26.6481,57.34,34.0,0.0,13.96,1630188628.0
575,Tomatlán,MX,-105.25,19.9333,74.75,98.0,100.0,26.84,1630188628.0
576,Olinda,BR,-34.8553,-8.0089,76.73,73.0,75.0,11.5,1630188628.0
577,Miquelon,PM,-56.3814,47.0975,60.8,68.0,93.0,27.11,1630188629.0
578,Santa Isabel,BR,-46.2214,-23.3156,63.41,97.0,100.0,3.53,1630188629.0
579,Torbat-e Jām,IR,60.6225,35.244,73.53,24.0,0.0,12.66,1630188629.0
580,Kidal,ML,1.4078,18.4411,94.96,25.0,76.0,8.05,1630188630.0
581,Brandon,US,-82.2859,27.9378,90.61,71.0,1.0,1.99,1630188630.0
582,Arrondissement de Cahors,FR,1.3333,44.4167,62.1,64.0,0.0,7.67,1630188630.0
583,Ati,TD,18.3353,13.2154,86.09,61.0,100.0,9.19,1630188631.0
584,Baruun-Urt,MN,113.2792,46.6806,50.22,83.0,36.0,6.13,1630188631.0
585,Along,IN,94.7667,28.1667,71.53,99.0,100.0,0.81,1630188631.0
586,Bajil,YE,43.2851,15.0584,92.16,48.0,46.0,4.18,1630188631.0
587,Lichinga,MZ,35.2406,-13.3128,63.1,46.0,0.0,4.9,1630188632.0
588,Kalemie,CD,29.1947,-5.9475,74.91,44.0,16.0,4.03,1630188362.0
589,Sittwe,MM,92.9,20.15,79.48,88.0,92.0,9.73,1630188632.0
590,Bollnäs,SE,16.3946,61.3482,49.39,77.0,83.0,4.12,1630188632.0
591,Praia,CV,-23.5087,14.9215,77.54,83.0,20.0,4.61,1630188633.0
593,Viedma,AR,-62.9967,-40.8135,53.74,40.0,100.0,3.56,1630188625.0
594,Assens,DK,9.9008,55.2702,58.32,93.0,100.0,15.84,1630188633.0
595,Kimbe,PG,150.1429,-5.5502,79.54,82.0,28.0,3.85,1630188633.0
597,Abu Kamal,SY,40.9171,34.4506,93.4,14.0,0.0,9.62,1630188634.0
598,Buala,SB,159.5921,-8.145,82.13,77.0,100.0,9.31,1630188634.0
599,Zhoucheng,CN,116.3117,35.9122,65.05,98.0,100.0,5.19,1630188634.0
600,Binga,ZW,27.3414,-17.6203,72.3,32.0,1.0,8.77,1630188634.0
601,Surovikino,RU,42.8486,48.6078,72.27,35.0,1.0,11.3,1630188635.0
602,Orašac,BA,16.0711,44.6289,51.67,99.0,99.0,3.91,1630188635.0
603,Normandin,CA,-72.5321,48.8333,65.01,55.0,100.0,4.56,1630188635.0
604,Andenes,NO,16.1194,69.3143,49.98,93.0,90.0,5.75,1630188635.0
605,Majene,ID,118.9707,-3.5403,76.01,91.0,100.0,3.62,1630188438.0
606,Pochutla,MX,-96.4661,15.7432,83.82,72.0,100.0,6.78,1630188636.0
607,Kamskiye Polyany,RU,51.4171,55.4307,49.01,66.0,2.0,5.66,1630188636.0
608,Baracoa,CU,-74.4958,20.3467,83.62,75.0,95.0,5.48,1630188636.0
609,Whitehorse,CA,-135.0538,60.7161,50.02,94.0,100.0,2.13,1630188637.0
610,Platteville,US,-90.4785,42.7342,93.47,62.0,40.0,12.66,1630188637.0
611,Nizhniy Kuranakh,RU,125.4869,58.8353,40.87,77.0,3.0,1.32,1630188637.0
612,Dromolaxia,CY,33.586,34.8761,78.67,81.0,0.0,0.0,1630188638.0
